136,138,184
144,147,182
157,164,197
155,167,206
143,156,200
142,146,192
136,142,178
143,156,181
155,157,185
157,157,185
157,160,184
157,160,188
145,148,184
136,142,182
138,145,180
142,150,192
143,153,203
142,156,203
138,148,205
138,139,187
150,164,209
158,176,230
153,167,229
146,161,224
146,161,220
147,159,222
149,165,228
143,155,225
129,135,207
122,121,188
127,131,200
133,136,215
136,144,223
141,154,229
144,159,234
143,159,233
145,156,232
147,166,235
148,164,234
143,155,228
136,148,221
138,147,219
139,152,223
138,151,221
135,144,217
133,141,211
128,132,200
121,121,193
125,124,194
127,131,194
123,126,187
119,121,195
123,126,210
129,136,222
132,134,226
128,125,238
125,117,246
127,122,237
130,127,230
130,127,233
129,128,232
134,140,227
151,168,232
163,179,241
161,181,245
159,182,244
161,183,244
162,187,244
162,181,235
155,178,234
153,174,233
152,165,225
145,148,209
132,129,187
123,120,190
126,129,202
132,140,205
130,140,197
128,135,197
126,133,192
119,122,185
112,111,184
109,102,195
114,107,212
119,122,211
122,121,213
117,112,225
109,95,255
107,91,275
109,90,279
106,87,274
107,91,264
105,88,255
104,88,240
105,93,229
114,109,218
130,135,209
145,149,204
141,143,196
139,145,190
146,150,190
149,150,188
136,138,177
137,140,180
145,147,191
148,154,203
139,143,200
128,133,194
131,133,189
129,128,196
137,143,205
143,155,214
141,147,216
132,131,203
123,124,193
122,122,198
121,119,191
123,123,193
122,121,192
122,120,186
123,121,183
128,132,187
144,150,188
151,150,189
144,140,191
137,139,201
144,155,215
151,163,222
151,167,220
155,170,225
155,170,230
153,170,229
154,168,221
149,161,214
155,166,222
154,168,226
152,168,227
147,158,220
134,143,211
122,120,199
119,114,199
115,107,202
110,97,219
110,93,236
111,95,228
109,94,221
109,97,213
112,97,210
111,97,231
107,90,262
106,85,272
106,88,263
102,84,249
101,85,247
99,82,247
98,81,245
98,86,244
99,84,244
99,83,242
99,84,243
99,86,240
100,87,237
102,85,238
100,82,233
99,84,224
101,82,234
100,81,243
98,84,245
99,83,246
100,81,243
98,85,240
99,81,243
101,85,242
101,88,241
97,84,242
103,87,244
104,87,245
107,92,247
107,90,254
104,87,252
99,87,242
103,90,233
111,99,217
119,117,196
122,125,189
120,123,193
117,117,212
114,103,230
108,96,251
105,94,253
103,90,261
108,99,264
117,117,241
120,120,224
115,109,235
118,111,228
126,126,206
133,138,198
135,142,198
130,133,194
126,126,206
124,123,201
126,128,204
125,127,210
119,114,219
115,98,251
111,96,256
109,89,253
106,89,248
106,94,242
109,93,238
105,89,233
101,88,230
103,87,227
103,87,223
101,83,223
101,81,232
101,87,238
102,88,235
104,86,238
103,87,235
104,88,236
104,86,243
102,84,249
101,84,248
102,89,244
103,85,241
102,86,236
101,89,225
102,85,216
100,88,215
103,94,214
108,101,213
117,117,207
129,138,200
136,146,205
135,148,208
135,151,209
136,159,209
141,163,216
145,165,227
146,168,226
148,170,225
145,164,222
141,156,218
142,161,221
149,170,230
158,182,242
162,195,254
163,198,257
162,192,251
161,188,247
161,190,246
154,182,243
149,167,228
150,168,231
148,168,231
149,169,233
152,175,237
155,177,233
153,173,233
153,172,230
153,176,232
151,175,235
148,170,228
144,163,222
138,153,213
139,156,216
148,171,230
155,182,240
153,179,236
146,161,223
136,143,205
134,144,200
138,143,199
131,132,201
119,110,201
114,102,208
111,102,212
109,99,217
109,99,221
109,95,229
109,93,236
109,93,237
109,93,233
107,95,231
108,94,236
113,103,238
115,104,240
115,102,239
118,111,208
123,124,188
132,137,180
139,142,178
147,153,182
152,163,200
147,160,210
144,160,209
143,158,213
141,155,216
141,158,219
147,164,227
149,161,218
148,158,200
165,175,209
158,168,208
143,151,191
138,141,191
134,143,195
136,147,206
138,148,209
142,153,213
146,160,222
153,170,230
159,177,236
152,166,225
144,145,222
133,137,215
129,135,216
127,130,226
127,126,234
128,123,242
126,119,238
119,111,229
117,108,219
116,109,207
115,106,207
110,101,197
108,98,212
109,99,225
108,96,222
106,90,222
104,91,221
105,92,224
108,97,218
113,111,219
124,133,221
130,141,208
133,138,196
142,141,195
145,147,201
142,145,205
128,129,204
113,110,212
103,90,233
99,82,245
99,80,252
99,81,252
98,81,249
97,80,249
97,79,251
98,78,248
98,81,247
98,81,246
97,81,244
96,82,244
96,80,249
96,79,252
95,78,259
98,82,270
100,82,278
101,82,278
101,82,272
99,78,264
96,79,258
97,79,252
98,79,244
97,81,240
96,81,238
97,81,233
98,79,233
97,81,232
97,81,233
97,80,234
97,80,234
98,78,233
97,83,229
97,79,232
97,80,237
101,80,241
101,81,249
97,83,251
97,81,248
97,81,246
99,82,245
99,83,245
100,84,243
101,83,251
100,83,253
98,80,251
98,80,251
97,80,253
98,79,257
99,81,248
97,80,243
99,83,239
100,82,239
99,83,244
98,81,239
97,77,221
102,91,207
113,114,206
114,113,199
113,110,184
113,110,189
110,104,188
107,101,195
108,97,197
109,97,197
111,101,200
113,107,195
110,101,186
103,90,187
104,91,207
107,96,215
107,98,215
108,99,219
110,98,209
106,92,203
100,87,188
98,84,183
103,92,187
112,106,178
120,119,168
125,128,172
126,131,181
123,122,175
114,109,160
109,104,149
113,114,147
115,111,144
108,102,137
107,100,133
111,108,140
119,115,146
121,115,141
117,108,141
113,107,143
116,117,149
122,124,163
127,134,179
131,145,195
137,156,210
134,155,211
129,142,207
130,136,207
130,143,209
130,150,209
132,152,210
130,148,208
130,143,208
126,135,207
123,130,207
124,129,209
117,116,205
108,99,214
101,89,223
99,84,225
98,84,222
98,87,227
100,86,222
100,83,221
99,80,226
96,79,227
96,81,212
96,83,186
97,86,187
100,94,191
98,92,191
102,92,192
107,98,190
108,103,185
103,93,186
102,88,188
103,89,195
101,86,197
98,84,207
97,84,207
96,80,204
96,82,202
97,83,199
106,102,202
119,125,212
126,134,211
121,125,202
107,102,190
105,101,194
110,110,203
113,118,209
113,120,209
109,104,203
100,96,208
99,85,216
99,84,216
98,87,211
96,85,197
94,84,199
94,81,202
97,86,188
97,86,196
96,82,219
94,79,227
92,77,227
95,79,217
94,79,212
93,77,214
92,76,210
91,77,205
89,76,223
89,73,238
90,73,241
90,72,239
91,73,243
91,76,240
93,77,229
95,81,235
95,77,243
93,80,244
92,77,248
94,73,249
95,77,244
96,79,234
94,78,222
95,77,225
95,79,226
94,79,215
97,82,206
102,97,197
107,103,192
101,88,200
95,76,204
90,76,193
90,76,176
96,82,189
101,92,211
101,90,223
100,87,221
100,89,217
100,87,218
97,82,215
95,77,214
93,77,217
93,75,217
92,76,215
92,80,213
94,79,216
95,78,219
96,78,212
95,81,202
95,82,204
94,75,225
94,75,235
94,74,234
92,78,228
94,81,221
100,83,213
100,81,213
94,75,216
93,74,211
94,75,205
94,77,202
98,86,202
101,91,204
99,86,202
96,82,206
98,84,208
96,81,204
96,80,205
95,82,206
97,78,209
97,80,203
93,76,195
89,78,194
93,81,200
93,78,223
88,72,232
89,73,237
89,74,241
92,79,238
103,96,230
113,117,215
116,125,209
117,125,206
116,124,200
113,126,196
113,124,189
118,118,184
120,120,190
113,113,200
111,108,208
104,97,213
97,84,214
90,76,224
89,72,220
89,76,213
91,78,221
90,77,230
91,74,221
94,76,213
97,84,211
100,84,204
103,93,199
108,103,196
114,112,188
117,116,188
119,112,190
117,114,183
107,99,183
101,87,192
100,85,205
101,86,218
101,83,226
100,84,228
101,86,229
109,101,221
122,128,210
127,140,205
123,131,197
120,131,195
118,124,189
114,119,182
111,115,182
113,115,186
120,127,199
127,139,196
125,136,193
124,137,193
122,136,193
121,130,190
123,129,193
129,141,206
134,150,214
135,155,214
140,166,217
144,174,229
144,172,229
147,164,219
148,159,210
141,153,212
137,147,219
142,161,227
153,177,232
159,185,234
160,184,238
156,179,237
147,172,231
140,165,231
138,159,222
136,153,212
130,145,198
128,142,197
137,159,212
149,176,233
150,175,237
145,169,233
149,174,232
149,169,221
137,149,204
134,139,183
136,146,185
137,143,180
136,147,180
142,149,185
144,158,190
149,160,195
152,159,198
145,153,198
136,135,193
134,142,187
142,151,191
151,160,196
153,162,200
147,153,199
140,148,197
145,154,199
147,156,206
140,147,204
132,142,201
136,147,199
136,144,205
135,150,214
131,145,212
127,141,206
130,144,212
132,146,219
129,140,213
121,125,197
114,116,186
114,116,187
118,122,190
124,134,204
133,146,214
136,151,217
135,150,212
138,150,213
135,141,207
124,126,184
111,106,161
104,97,155
102,98,165
107,100,170
111,104,183
124,124,185
142,145,196
138,141,196
136,145,194
132,142,197
124,128,184
123,126,192
130,136,189
136,148,189
141,150,196
134,136,189
121,118,188
120,122,188
131,133,190
140,148,186
139,147,184
140,146,185
139,146,188
132,148,190
131,135,177
142,151,182
144,147,189
132,131,178
122,121,176
122,124,182
125,128,183
124,130,185
124,123,182
126,131,177
128,135,184
127,127,179
125,129,181
126,128,172
119,116,164
121,121,172
132,140,187
150,156,195
161,179,210
160,172,211
145,159,198
136,143,186
137,141,184
146,152,198
148,159,205
142,147,201
132,138,194
124,134,194
130,140,196
138,151,208
141,153,208
143,157,205
146,152,204
142,157,202
140,155,212
130,135,197
118,120,200
122,129,214
131,139,212
127,135,202
123,130,205
125,136,212
126,135,211
121,128,211
116,118,217
112,113,211
110,107,207
108,100,223
106,93,234
105,92,223
104,95,224
105,97,241
105,98,233
102,94,234
101,88,239
101,94,229
101,88,220
97,83,221
98,84,219
101,87,228
103,87,236
101,83,233
100,86,223
100,87,210
97,85,202
98,87,209
105,93,231
107,91,248
104,91,251
108,98,241
114,112,225
119,123,225
119,121,238
108,99,260
98,81,251
96,78,236
97,80,253
99,82,248
102,78,264
104,89,270
109,102,246
114,118,212
114,123,192
115,121,189
118,125,191
118,124,191
113,116,183
107,103,180
104,96,198
105,94,198
106,96,210
113,115,220
125,129,227
131,156,232
138,165,235
142,161,233
141,161,233
138,161,230
134,155,225
130,140,212
123,132,200
120,127,201
119,131,202
122,135,210
126,139,211
126,139,208
129,142,207
130,147,213
128,140,208
123,132,202
123,132,200
121,130,198
120,128,196
118,127,193
116,122,186
118,124,192
122,129,198
119,129,197
118,126,195
119,122,193
117,119,191
115,119,191
116,120,193
117,124,196
119,129,198
119,127,194
114,121,185
110,110,182
108,104,174
101,101,167
100,100,160
101,100,158
102,98,152
102,97,153
105,103,154
102,101,149
104,101,152
105,102,155
105,104,153
106,108,153
106,102,152
106,106,150
105,108,152
106,107,152
105,108,149
104,107,149
105,105,147
106,105,145
103,105,147
103,104,150
103,106,150
102,106,154
101,102,154
99,101,147
97,96,143
95,92,140
94,88,137
92,87,135
93,96,140
97,98,143
97,98,143
99,99,143
99,97,146
97,98,146
98,97,147
103,107,156
108,111,167
107,110,169
105,112,169
106,114,171
108,113,173
106,110,174
105,108,170
104,109,168
104,110,170
105,114,171
107,112,171
106,110,165
104,109,161
103,108,170
106,108,168
107,107,170
108,109,170
108,113,168
111,120,175
112,121,179
111,114,173
108,108,166
106,110,167
108,114,172
106,111,169
106,108,169
106,106,167
105,102,160
102,100,157
102,101,156
103,106,158
108,113,166
112,115,173
109,108,168
103,99,162
102,98,163
102,101,162
103,104,163
105,105,166
105,108,166
107,114,167
107,110,168
106,109,169
108,110,167
107,107,172
107,106,171
109,112,174
114,122,177
115,122,181
117,128,185
119,132,186
119,130,189
118,129,186
118,124,186
118,123,185
114,119,182
117,121,186
119,131,193
123,136,198
125,142,201
125,138,205
122,135,200
120,132,196
117,127,197
119,130,206
125,140,211
125,132,208
116,112,204
108,99,218
102,94,222
99,83,232
97,82,242
95,78,249
93,77,258
92,77,243
94,78,235
98,84,227
101,89,222
101,88,219
